raw_row_index,en,vi,audit_flags,en_char_count,vi_char_count,length_ratio_vi_en
11180,Why do birds build nests?,Tại sao chim xây tổ?,exact_duplicate,25,20,0.8
11195,What's the logical next step after completing a project?,Bước hợp lý tiếp theo sau khi hoàn thành một dự án là gì?,noise_ui_fragment,56,57,1.0178571428571428
11199,Remember to turn off the lights when you leave a room to save electricity.,Hãy nhớ tắt đèn khi rời khỏi phòng để tiết kiệm điện.,noise_ui_fragment,74,53,0.7162162162162162
11213,"If you don't study, you won't pass the exam.","Nếu bạn không học, bạn sẽ không vượt qua kỳ thi.",exact_duplicate,44,48,1.0909090909090908
11215,Why do mirrors reflect images?,Tại sao gương lại phản chiếu hình ảnh?,exact_duplicate,30,38,1.2666666666666666
11217,"If you mix blue and yellow paint, you get green.","Nếu bạn trộn sơn màu xanh dương và vàng, bạn sẽ có màu xanh lá cây.",exact_duplicate,48,67,1.3958333333333333
11222,The car stopped because it ran out of gas.,Chiếc xe dừng lại vì hết xăng.,exact_duplicate,42,30,0.7142857142857143
11223,Why do we turn off the lights when leaving a room?,Tại sao chúng ta tắt đèn khi rời khỏi phòng?,exact_duplicate,50,44,0.88
11224,He missed the bus because he overslept.,Anh ấy lỡ chuyến xe buýt vì ngủ quên.,exact_duplicate,39,37,0.9487179487179487
11225,"If you touch a hot stove, you will burn your hand.","Nếu bạn chạm vào bếp nóng, bạn sẽ bị bỏng tay.",exact_duplicate,50,46,0.92
11226,"The road is wet, so it must have rained recently.","Đường ướt, vậy chắc hẳn trời vừa mưa.",exact_duplicate,49,37,0.7551020408163265
11235,Why do some foods need to be refrigerated?,Tại sao một số thực phẩm cần được bảo quản lạnh?,exact_duplicate,42,48,1.1428571428571428
11240,"If you save money, you'll have enough to buy what you want.","Nếu bạn tiết kiệm tiền, bạn sẽ có đủ để mua thứ mình muốn.",noise_ui_fragment,59,58,0.9830508474576272
11243,Why do plants need sunlight to grow?,Tại sao cây cối cần ánh sáng mặt trời để phát triển?,exact_duplicate,36,52,1.4444444444444444
11244,"If you don't brush your teeth, you might get cavities.","Nếu bạn không đánh răng, bạn có thể bị sâu răng.",exact_duplicate,54,48,0.8888888888888888
11246,Why do birds build nests?,Tại sao chim xây tổ?,exact_duplicate,25,20,0.8
11261,Why do we need oxygen to breathe?,Tại sao chúng ta cần oxy để thở?,exact_duplicate,33,32,0.9696969696969697
11264,Why do we use soap to wash our hands?,Tại sao chúng ta dùng xà phòng để rửa tay?,exact_duplicate,37,42,1.135135135135135
11268,"If you don't water the plants, they will die.","Nếu bạn không tưới cây, chúng sẽ chết.",exact_duplicate,45,38,0.8444444444444444
11276,Why do birds build nests in trees?,Tại sao chim xây tổ trên cây?,exact_duplicate,34,29,0.8529411764705882
11278,"The car ran out of gas, so it stopped in the middle of the road.",Xe hết xăng nên dừng giữa đường.,exact_duplicate,64,32,0.5
11284,Why do leaves change color in autumn?,Tại sao lá cây đổi màu vào mùa thu?,exact_duplicate,37,35,0.9459459459459459
11288,Why do we need to brush our teeth?,Tại sao chúng ta cần đánh răng?,exact_duplicate,34,31,0.9117647058823529
11296,Why do we use soap to wash our hands?,Tại sao chúng ta dùng xà phòng để rửa tay?,exact_duplicate,37,42,1.135135135135135
11301,You can't breathe underwater without special equipment.,Bạn không thể thở dưới nước nếu không có thiết bị đặc biệt.,exact_duplicate,55,59,1.0727272727272728
11304,Why do we have different seasons?,Tại sao chúng ta có các mùa khác nhau?,exact_duplicate,33,38,1.1515151515151516
11305,"If you want to save money, don't buy unnecessary things.","Nếu bạn muốn tiết kiệm tiền, đừng mua những thứ không cần thiết.",noise_ui_fragment,56,64,1.1428571428571428
11307,You should look both ways before crossing the street.,Bạn nên nhìn cả hai phía trước khi băng qua đường.,exact_duplicate,53,50,0.9433962264150944
11308,Why do mirrors reflect images?,Tại sao gương lại phản chiếu hình ảnh?,exact_duplicate,30,38,1.2666666666666666
11316,Why do we feel pain when we get hurt?,Tại sao chúng ta cảm thấy đau khi bị thương?,exact_duplicate,37,44,1.1891891891891893
11317,"If you don't pay your bills, your services might be cut off.","Nếu bạn không thanh toán hóa đơn, dịch vụ của bạn có thể bị cắt.",exact_duplicate,60,64,1.0666666666666667
11318,The glass fell off the table and shattered.,Cái ly rơi khỏi bàn và vỡ tan tành.,exact_duplicate,43,35,0.813953488372093
11319,Why can't I put metal in a microwave?,Tại sao tôi không thể bỏ kim loại vào lò vi sóng?,exact_duplicate,37,49,1.3243243243243243
11320,He missed the bus because he overslept.,Anh ấy lỡ chuyến xe buýt vì ngủ quên.,exact_duplicate,39,37,0.9487179487179487
11321,"The road is wet, so it must have rained recently.","Đường ướt, vậy chắc hẳn trời vừa mưa.",exact_duplicate,49,37,0.7551020408163265
11322,"If you don't water the plants, they will die.","Nếu bạn không tưới cây, chúng sẽ chết.",exact_duplicate,45,38,0.8444444444444444
11326,The car stopped because it ran out of gas.,Chiếc xe dừng lại vì hết xăng.,exact_duplicate,42,30,0.7142857142857143
11329,Why do leaves change color in autumn?,Tại sao lá cây lại đổi màu vào mùa thu?,exact_duplicate,37,39,1.054054054054054
11330,It's wise to save money for emergencies.,Tiết kiệm tiền cho trường hợp khẩn cấp là khôn ngoan.,noise_ui_fragment,40,53,1.325
11336,Why do we need sleep?,Tại sao chúng ta cần ngủ?,exact_duplicate,21,25,1.1904761904761905
11338,He got a promotion because he worked diligently.,Anh ấy được thăng chức vì làm việc siêng năng.,exact_duplicate,48,46,0.9583333333333334
11340,Always turn off the lights when you leave a room to save energy.,Luôn tắt đèn khi rời phòng để tiết kiệm điện.,noise_ui_fragment,64,45,0.703125
11342,The sun sets in the west.,Mặt trời lặn ở phía tây.,exact_duplicate,25,24,0.96
11358,He got a flat tire because he ran over a nail.,Anh ấy bị xịt lốp vì cán phải đinh.,exact_duplicate,46,35,0.7608695652173914
11365,Why do some foods need to be refrigerated?,Tại sao một số thực phẩm cần được bảo quản lạnh?,exact_duplicate,42,48,1.1428571428571428
11367,"If you don't save water, it might run out.","Nếu bạn không tiết kiệm nước, nó có thể cạn kiệt.",noise_ui_fragment,42,49,1.1666666666666667
11368,The glass fell off the table and shattered.,Cái ly rơi khỏi bàn và vỡ tan tành.,exact_duplicate,43,35,0.813953488372093
11369,Why can't I put metal in a microwave?,Tại sao tôi không thể bỏ kim loại vào lò vi sóng?,exact_duplicate,37,49,1.3243243243243243
11370,He missed the bus because he overslept.,Anh ấy lỡ chuyến xe buýt vì ngủ quên.,exact_duplicate,39,37,0.9487179487179487
11385,You can't breathe underwater without special equipment.,Bạn không thể thở dưới nước nếu không có thiết bị đặc biệt.,exact_duplicate,55,59,1.0727272727272728
11386,"To buy a house, you need to save a lot of money.","Để mua nhà, bạn cần tiết kiệm rất nhiều tiền.",noise_ui_fragment,48,45,0.9375
11387,"If you want to be healthy, you should exercise regularly.","Nếu bạn muốn khỏe mạnh, bạn nên tập thể dục thường xuyên.",exact_duplicate,57,57,1.0
11411,Why do leaves change color in autumn?,Tại sao lá cây đổi màu vào mùa thu?,exact_duplicate,37,35,0.9459459459459459
11413,"If you don't save money, you won't have it for emergencies.","Nếu bạn không tiết kiệm tiền, bạn sẽ không có tiền cho những trường hợp khẩn cấp.",noise_ui_fragment,59,81,1.3728813559322033
11414,He got a flat tire because he ran over a nail.,Anh ấy bị xịt lốp vì cán phải đinh.,exact_duplicate,46,35,0.7608695652173914
11416,Why do we celebrate birthdays?,Tại sao chúng ta tổ chức sinh nhật?,exact_duplicate,30,35,1.1666666666666667
11418,"If you don't water the plants, they will die.","Nếu bạn không tưới cây, chúng sẽ chết.",exact_duplicate,45,38,0.8444444444444444
11420,She put on a jacket because it was cold outside.,Cô ấy mặc áo khoác vì bên ngoài trời lạnh.,exact_duplicate,48,42,0.875
11426,You need to charge your phone when the battery is low.,Bạn cần sạc điện thoại khi pin yếu.,exact_duplicate,54,35,0.6481481481481481
11428,Why do we need to eat healthy food?,Tại sao chúng ta cần ăn thực phẩm lành mạnh?,exact_duplicate,35,44,1.2571428571428571
11432,Why do leaves change color in autumn?,Tại sao lá cây đổi màu vào mùa thu?,exact_duplicate,37,35,0.9459459459459459
11433,"The car ran out of gas, so it stopped in the middle of the road.",Xe hết xăng nên dừng giữa đường.,exact_duplicate,64,32,0.5
11434,"If you don't brush your teeth, you might get cavities.","Nếu bạn không đánh răng, bạn có thể bị sâu răng.",exact_duplicate,54,48,0.8888888888888888
11435,Why do we celebrate birthdays?,Tại sao chúng ta tổ chức sinh nhật?,exact_duplicate,30,35,1.1666666666666667
11436,He wears glasses because his eyesight is poor.,Anh ấy đeo kính vì thị lực kém.,exact_duplicate,46,31,0.6739130434782609
11437,The ice cream melted quickly in the hot sun.,Kem tan chảy nhanh chóng dưới nắng nóng.,exact_duplicate,44,40,0.9090909090909091
11442,The dog barked loudly because a stranger approached the house.,Con chó sủa lớn vì có người lạ đến gần nhà.,exact_duplicate,62,43,0.6935483870967742
11443,"If you save money, you can buy something expensive later.","Nếu bạn tiết kiệm tiền, bạn có thể mua thứ gì đó đắt tiền sau này.",exact_duplicate; noise_ui_fragment,57,66,1.1578947368421053
11446,The baby cried because it was hungry.,Em bé khóc vì đói.,exact_duplicate,37,18,0.4864864864864865
11449,Why do we need sleep?,Tại sao chúng ta cần ngủ?,exact_duplicate,21,25,1.1904761904761905
11454,She felt dizzy because she hadn't eaten all day.,Cô ấy cảm thấy chóng mặt vì chưa ăn gì cả ngày.,exact_duplicate,48,47,0.9791666666666666
11455,Why do we have different seasons?,Tại sao chúng ta có các mùa khác nhau?,exact_duplicate,33,38,1.1515151515151516
11458,Why do birds build nests?,Tại sao chim xây tổ?,exact_duplicate,25,20,0.8
11463,"The traffic light turned red, so all cars stopped.",Đèn giao thông chuyển đỏ nên tất cả các xe đều dừng lại.,exact_duplicate,50,56,1.12
11467,Why does the moon appear to change shape?,Tại sao mặt trăng dường như thay đổi hình dạng?,exact_duplicate,41,47,1.146341463414634
11476,The car stopped because it ran out of gas.,Chiếc xe dừng lại vì hết xăng.,exact_duplicate,42,30,0.7142857142857143
11478,Why do we need to breathe oxygen?,Tại sao chúng ta cần hít thở oxy?,exact_duplicate,33,33,1.0
11482,Why do we turn off the lights when leaving a room?,Tại sao chúng ta tắt đèn khi rời khỏi phòng?,exact_duplicate,50,44,0.88
11487,Why do we need to save money?,Tại sao chúng ta cần tiết kiệm tiền?,noise_ui_fragment,29,36,1.2413793103448276
11496,"If you want to save electricity, unplug devices when not in use.","Nếu bạn muốn tiết kiệm điện, hãy rút phích cắm thiết bị khi không sử dụng.",noise_ui_fragment,64,74,1.15625
11504,Turn off the faucet after washing your hands to save water.,Tắt vòi nước sau khi rửa tay để tiết kiệm nước.,noise_ui_fragment,59,47,0.7966101694915254
11509,"He was totally bơ the whole time, didn't pay attention to anything.","Anh ấy hoàn toàn bơ cả buổi, không để ý gì hết.",language_suspect,67,47,0.7014925373134329
11510,She khoe về chiếc xe mới của mình suốt cả ngày.,Cô ấy khoe về chiếc xe mới của mình suốt cả ngày.,language_suspect,47,49,1.0425531914893618
11511,The new policy was met with gắt reactions from the public.,Chính sách mới vấp phải những phản ứng gắt từ công chúng.,language_suspect,58,57,0.9827586206896551
11512,Why is it important to back up your data regularly?,Tại sao việc sao lưu dữ liệu thường xuyên lại quan trọng?,noise_ui_fragment,51,57,1.1176470588235294
11515,The traffic was kẹt xe nặng nề do mưa lớn.,Giao thông kẹt xe nặng nề do mưa lớn.,language_suspect,42,37,0.8809523809523809
11518,The glass fell off the table and shattered.,Cái ly rơi khỏi bàn và vỡ tan tành.,exact_duplicate,43,35,0.813953488372093
11519,Why can't I put metal in a microwave?,Tại sao tôi không thể bỏ kim loại vào lò vi sóng?,exact_duplicate,37,49,1.3243243243243243
11520,He missed the bus because he overslept.,Anh ấy lỡ chuyến xe buýt vì ngủ quên.,exact_duplicate,39,37,0.9487179487179487
11521,"If you don't water the plants, they will die.","Nếu bạn không tưới cây, chúng sẽ chết.",exact_duplicate,45,38,0.8444444444444444
11541,"If you mix blue and yellow paint, you get green.","Nếu bạn trộn sơn màu xanh dương và vàng, bạn sẽ có màu xanh lá cây.",exact_duplicate,48,67,1.3958333333333333
11556,You need to save money consistently to buy a house someday.,Bạn cần tiết kiệm tiền đều đặn để mua nhà vào một ngày nào đó.,noise_ui_fragment,59,62,1.0508474576271187
11565,A blessing in disguise.,Cái rủi có cái may.,exact_duplicate,23,19,0.8260869565217391
11566,A dime a dozen.,"Rẻ như bèo, nhiều như rạ.",exact_duplicate,15,25,1.6666666666666667
11567,Beat around the bush.,Vòng vo tam quốc.,exact_duplicate,21,17,0.8095238095238095
11568,Bite the bullet.,Cắn răng chịu đựng.,exact_duplicate,16,19,1.1875
11569,Break a leg!,Chúc may mắn!,exact_duplicate,12,13,1.0833333333333333
11570,Call it a day.,"Thôi, hôm nay làm tới đây nghỉ nhé.",exact_duplicate,14,35,2.5
11573,"Easy come, easy go.","Của thiên trả địa, dễ đến dễ đi.",exact_duplicate,19,32,1.6842105263157894
11574,Get out of hand.,Vượt ngoài tầm kiểm soát.,exact_duplicate,16,25,1.5625
11575,Hit the road.,"Lên đường, khởi hành.",exact_duplicate,13,21,1.6153846153846154
11578,Kill two birds with one stone.,Một mũi tên trúng hai đích.,exact_duplicate,30,27,0.9
11579,Let the cat out of the bag.,Tiết lộ bí mật.,exact_duplicate,27,15,0.5555555555555556
11580,Miss the boat.,Lỡ cơ hội.,exact_duplicate,14,10,0.7142857142857143
11581,Once in a blue moon.,"Hiếm khi, năm thì mười họa.",exact_duplicate,20,27,1.35
11582,Pull someone's leg.,Trêu chọc ai đó.,exact_duplicate,19,16,0.8421052631578947
11584,Speak of the devil!,"Nhắc Tào Tháo, Tào Tháo đến!",exact_duplicate,19,28,1.4736842105263157
11585,The best of both worlds.,Vẹn cả đôi đường.,exact_duplicate,24,17,0.7083333333333334
11586,Through thick and thin.,"Dù khó khăn hay thuận lợi, bất kể thế nào.",exact_duplicate,23,42,1.826086956521739
11588,Under the weather.,"Không khỏe, ốm.",exact_duplicate,18,15,0.8333333333333334
11589,When pigs fly.,"Không bao giờ, chuyện viển vông.",exact_duplicate,14,32,2.2857142857142856
11590,You can't judge a book by its cover.,Đừng trông mặt mà bắt hình dong.,exact_duplicate,36,32,0.8888888888888888
11591,Barking up the wrong tree.,"Nhầm đối tượng, nhầm người, đổ oan.",exact_duplicate,26,35,1.3461538461538463
11592,Bite off more than you can chew.,Cố gắng làm quá sức mình.,exact_duplicate,32,25,0.78125
11593,Burn the midnight oil.,Thức khuya làm việc/học.,exact_duplicate,22,24,1.0909090909090908
11594,Cost an arm and a leg.,Đắt cắt cổ.,exact_duplicate,22,11,0.5
11595,Cry wolf.,"Kêu cứu giả, báo động giả.",exact_duplicate,9,26,2.888888888888889
11596,Every cloud has a silver lining.,"Trong cái rủi có cái may, sau cơn mưa trời lại sáng.",exact_duplicate,32,52,1.625
11598,Give someone the benefit of the doubt.,Tin tưởng ai đó dù có nghi ngờ.,exact_duplicate,38,31,0.8157894736842105
11599,Go the extra mile.,"Cố gắng hết sức, làm nhiều hơn mong đợi.",exact_duplicate,18,40,2.2222222222222223
11600,Hold your horses!,"Chậm lại, bình tĩnh đã!",exact_duplicate,17,23,1.3529411764705883
11601,In a nutshell.,"Tóm lại, nói tóm lại.",exact_duplicate,14,21,1.5
11602,Keep your chin up.,"Ngẩng cao đầu, lạc quan lên.",exact_duplicate,18,28,1.5555555555555556
11603,Leave no stone unturned.,"Lật tung mọi thứ, tìm kiếm kỹ lưỡng.",exact_duplicate,24,36,1.5
11604,Let sleeping dogs lie.,"Đừng khơi lại chuyện đã qua, để yên mọi chuyện.",exact_duplicate,22,47,2.1363636363636362
11606,On the same page.,"Đồng lòng, hiểu nhau.",exact_duplicate,17,21,1.2352941176470589
11607,Out of the blue.,"Bất ngờ, đột ngột.",exact_duplicate,16,18,1.125
11609,Rome wasn't built in a day.,Việc lớn không thể hoàn thành trong một sớm một chiều.,exact_duplicate,27,54,2.0
11610,Spill the beans.,Tiết lộ bí mật.,exact_duplicate,16,15,0.9375
11611,Take it with a grain of salt.,"Đừng tin hoàn toàn, nghe một nửa thôi.",exact_duplicate,29,38,1.3103448275862069
11613,The ball is in your court.,Quyết định là ở bạn.,exact_duplicate,26,20,0.7692307692307693
11614,Wear your heart on your sleeve.,Bộc lộ cảm xúc ra ngoài.,exact_duplicate,31,24,0.7741935483870968
11615,It's raining cats and dogs out there.,Ngoài kia trời đang mưa như trút nước.,exact_duplicate,37,38,1.027027027027027
11616,Let's call it a day.,"Thôi, hôm nay làm tới đây nghỉ nhé.",exact_duplicate,20,35,1.75
11617,A blessing in disguise.,Trong cái rủi có cái may.,exact_duplicate,23,25,1.0869565217391304
11618,A dime a dozen.,"Rẻ như bèo, nhiều vô kể.",exact_duplicate,15,24,1.6
11619,Beat around the bush.,Vòng vo tam quốc.,exact_duplicate,21,17,0.8095238095238095
11620,Bite the bullet.,Cắn răng chịu đựng.,exact_duplicate,16,19,1.1875
11621,Break a leg!,Chúc may mắn nhé!,exact_duplicate,12,17,1.4166666666666667
11622,Cut corners.,"Làm tắt, làm ẩu.",exact_duplicate,12,16,1.3333333333333333
11623,Don't cry over spilled milk.,Đừng tiếc nuối những gì đã qua.,exact_duplicate,28,31,1.1071428571428572
11624,"Easy come, easy go.",Dễ đến dễ đi.,exact_duplicate,19,13,0.6842105263157895
11625,Every cloud has a silver lining.,Sau cơn mưa trời lại sáng.,exact_duplicate,32,26,0.8125
11626,Get out of hand.,Mất kiểm soát.,exact_duplicate,16,14,0.875
11627,Hit the road.,Lên đường thôi!,exact_duplicate,13,15,1.1538461538461537
11628,It's not rocket science.,Nó không phải là cái gì quá phức tạp đâu.,exact_duplicate,24,41,1.7083333333333333
11630,Kill two birds with one stone.,Một mũi tên trúng hai đích.,exact_duplicate,30,27,0.9
11631,Let the cat out of the bag.,Tiết lộ bí mật.,exact_duplicate,27,15,0.5555555555555556
11632,Miss the boat.,Lỡ cơ hội.,exact_duplicate,14,10,0.7142857142857143
11633,Once in a blue moon.,"Hiếm khi, năm thì mười họa.",exact_duplicate,20,27,1.35
11634,A piece of cake.,"Dễ ợt, dễ như ăn kẹo.",exact_duplicate,16,21,1.3125
11635,Pull someone's leg.,Trêu chọc ai đó.,exact_duplicate,19,16,0.8421052631578947
11636,See eye to eye.,"Đồng tình, đồng quan điểm.",exact_duplicate,15,26,1.7333333333333334
11637,Speak of the devil!,Nhắc Tào Tháo Tào Tháo đến!,exact_duplicate,19,27,1.4210526315789473
11639,The ball is in your court.,Quyết định là ở bạn.,exact_duplicate,26,20,0.7692307692307693
11640,Through thick and thin.,"Dù khó khăn hay thuận lợi, trong mọi hoàn cảnh.",exact_duplicate,23,47,2.0434782608695654
11641,To add insult to injury.,"Xát muối vào vết thương, đổ thêm dầu vào lửa.",exact_duplicate,24,45,1.875
11643,To get a taste of your own medicine.,Gậy ông đập lưng ông.,exact_duplicate,36,21,0.5833333333333334
11644,To hit the nail on the head.,"Nói đúng trọng tâm, nói trúng phóc.",exact_duplicate,28,35,1.25
11647,To make a long story short.,"Nói tóm lại, nói ngắn gọn.",exact_duplicate,27,26,0.9629629629629629
11649,To save for a rainy day.,Tiết kiệm phòng khi khó khăn.,noise_ui_fragment,24,29,1.2083333333333333
11651,Under the weather.,"Không khỏe, ốm nhẹ.",exact_duplicate,18,19,1.0555555555555556
11652,When pigs fly.,"Không bao giờ, chuyện không tưởng.",exact_duplicate,14,34,2.4285714285714284
11653,Wrap your head around something.,Hiểu được điều gì đó phức tạp.,exact_duplicate,32,30,0.9375
11654,You can't judge a book by its cover.,Đừng trông mặt mà bắt hình dong.,exact_duplicate,36,32,0.8888888888888888
11656,Better late than never.,Thà muộn còn hơn không.,exact_duplicate,23,23,1.0
11657,Burn the midnight oil.,Thức khuya làm việc/học bài.,exact_duplicate,22,28,1.2727272727272727
11660,Get your act together.,"Chấn chỉnh lại bản thân, nghiêm túc hơn.",exact_duplicate,22,40,1.8181818181818181
11661,Go the extra mile.,"Cố gắng hết sức, làm nhiều hơn mong đợi.",exact_duplicate,18,40,2.2222222222222223
11662,Hold your horses!,"Chậm lại, bình tĩnh đã!",exact_duplicate,17,23,1.3529411764705883
11663,In the same boat.,"Cùng hội cùng thuyền, cùng cảnh ngộ.",exact_duplicate,17,36,2.1176470588235294
11665,Let sleeping dogs lie.,"Đừng khơi lại chuyện đã qua, để yên mọi chuyện.",exact_duplicate,22,47,2.1363636363636362
11667,It's raining cats and dogs out there.,Ngoài kia trời đang mưa như trút nước.,exact_duplicate,37,38,1.027027027027027
11668,Let's call it a day.,"Thôi, hôm nay làm tới đây nghỉ nhé.",exact_duplicate,20,35,1.75
11669,Every cloud has a silver lining.,Trong cái rủi có cái may.,exact_duplicate,32,25,0.78125
11670,A blessing in disguise.,Cái rủi có cái may.,exact_duplicate,23,19,0.8260869565217391
11672,Beat around the bush.,Nói vòng vo tam quốc.,exact_duplicate,21,21,1.0
11673,Bite the bullet.,Cắn răng chịu đựng.,exact_duplicate,16,19,1.1875
11674,Break a leg!,Chúc may mắn nhé!,exact_duplicate,12,17,1.4166666666666667
11675,Cut corners.,"Làm tắt, làm ẩu.",exact_duplicate,12,16,1.3333333333333333
11677,"Easy come, easy go.","Của thiên trả địa, dễ đến dễ đi.",exact_duplicate,19,32,1.6842105263157894
11678,Get out of hand.,Mất kiểm soát.,exact_duplicate,16,14,0.875
11681,Jump on the bandwagon.,"Hùa theo số đông, theo phong trào.",exact_duplicate,22,34,1.5454545454545454
11682,Kill two birds with one stone.,Một mũi tên trúng hai đích.,exact_duplicate,30,27,0.9
11683,Let the cat out of the bag.,Tiết lộ bí mật.,exact_duplicate,27,15,0.5555555555555556
11684,Miss the boat.,Bỏ lỡ cơ hội.,exact_duplicate,14,13,0.9285714285714286
11686,Piece of cake.,"Dễ ợt, dễ như ăn kẹo.",exact_duplicate,14,21,1.5
11687,Pull someone's leg.,Trêu chọc ai đó.,exact_duplicate,19,16,0.8421052631578947
11688,See eye to eye.,"Đồng tình, có cùng quan điểm.",exact_duplicate,15,29,1.9333333333333333
11689,Spill the beans.,Tiết lộ bí mật.,exact_duplicate,16,15,0.9375
11691,The ball is in your court.,Quyết định là ở bạn.,exact_duplicate,26,20,0.7692307692307693
11692,Through thick and thin.,Dù khó khăn hay thuận lợi.,exact_duplicate,23,26,1.1304347826086956
11693,Under the weather.,"Không khỏe, ốm.",exact_duplicate,18,15,0.8333333333333334
11694,When pigs fly.,"Không bao giờ, chuyện không tưởng.",exact_duplicate,14,34,2.4285714285714284
11695,Wrap your head around something.,Hiểu được điều gì đó phức tạp.,exact_duplicate,32,30,0.9375
11696,You can't judge a book by its cover.,Đừng trông mặt mà bắt hình dong.,exact_duplicate,36,32,0.8888888888888888
11697,Bite off more than you can chew.,Cố gắng làm quá sức mình.,exact_duplicate,32,25,0.78125
11698,Burn the midnight oil.,"Thức khuya làm việc, học bài.",exact_duplicate,22,29,1.3181818181818181
11699,Cost an arm and a leg.,"Rất đắt, tốn một đống tiền.",exact_duplicate,22,27,1.2272727272727273
11701,Get cold feet.,"Mất hết can đảm, chùn bước.",exact_duplicate,14,27,1.9285714285714286
11702,Give someone the cold shoulder.,Lạnh nhạt với ai đó.,exact_duplicate,31,20,0.6451612903225806
11703,Go the extra mile.,"Cố gắng hết sức, làm nhiều hơn mong đợi.",exact_duplicate,18,40,2.2222222222222223
11706,Keep your chin up.,"Ngẩng cao đầu, lạc quan lên.",exact_duplicate,18,28,1.5555555555555556
11710,On the same page.,"Đồng quan điểm, hiểu ý nhau.",exact_duplicate,17,28,1.6470588235294117
11713,Speak of the devil!,"Nhắc Tào Tháo, Tào Tháo đến!",exact_duplicate,19,28,1.4736842105263157
11715,Throw in the towel.,"Bỏ cuộc, đầu hàng.",exact_duplicate,19,18,0.9473684210526315
11716,Up in the air.,"Chưa quyết định, còn bỏ ngỏ.",exact_duplicate,14,28,2.0
11717,A blessing in disguise.,Trong cái rủi có cái may.,exact_duplicate,23,25,1.0869565217391304
11718,A dime a dozen.,"Rẻ như bèo, nhiều như rạ.",exact_duplicate,15,25,1.6666666666666667
11721,Break a leg!,Chúc may mắn!,exact_duplicate,12,13,1.0833333333333333
11722,Call it a day.,Kết thúc công việc trong ngày.,exact_duplicate,14,30,2.142857142857143
11725,"Easy come, easy go.","Của thiên trả địa, dễ đến dễ đi.",exact_duplicate,19,32,1.6842105263157894
11726,Get out of hand.,"Mất kiểm soát, vượt ngoài tầm tay.",exact_duplicate,16,34,2.125
11727,Hit the road.,"Lên đường, khởi hành.",exact_duplicate,13,21,1.6153846153846154
11730,Kill two birds with one stone.,Một mũi tên trúng hai đích.,exact_duplicate,30,27,0.9
11732,Miss the boat.,Bỏ lỡ cơ hội.,exact_duplicate,14,13,0.9285714285714286
11733,Once in a blue moon.,"Hiếm khi, năm thì mười họa.",exact_duplicate,20,27,1.35
11736,Speak of the devil!,"Nhắc Tào Tháo, Tào Tháo đến!",exact_duplicate,19,28,1.4736842105263157
11737,The last straw.,Giọt nước tràn ly.,exact_duplicate,15,18,1.2
11738,Through thick and thin.,"Dù khó khăn hay thuận lợi, trong mọi hoàn cảnh.",exact_duplicate,23,47,2.0434782608695654
11739,To add insult to injury.,"Xát muối vào vết thương, đổ thêm dầu vào lửa.",exact_duplicate,24,45,1.875
11740,When pigs fly.,"Không bao giờ xảy ra, còn lâu lắm.",exact_duplicate,14,34,2.4285714285714284
11741,You can't judge a book by its cover.,Đừng trông mặt mà bắt hình dong.,exact_duplicate,36,32,0.8888888888888888
11743,Burn the midnight oil.,"Thức khuya làm việc, học bài.",exact_duplicate,22,29,1.3181818181818181
11744,Every cloud has a silver lining.,"Trong cái rủi có cái may, sau cơn mưa trời lại sáng.",exact_duplicate,32,52,1.625
11745,Get a taste of your own medicine.,Gậy ông đập lưng ông.,exact_duplicate,33,21,0.6363636363636364
11751,Make a long story short.,"Nói tóm lại, nói ngắn gọn.",exact_duplicate,24,26,1.0833333333333333
11757,Take it with a grain of salt.,"Đừng tin hoàn toàn, nghe một nửa thôi.",exact_duplicate,29,38,1.3103448275862069
11760,Under the weather.,"Không khỏe, bị ốm.",exact_duplicate,18,18,1.0
11761,Wear your heart on your sleeve.,"Bộc lộ cảm xúc ra ngoài, không giấu giếm.",exact_duplicate,31,41,1.3225806451612903
11762,Get your act together.,"Chấn chỉnh lại bản thân, nghiêm túc hơn.",exact_duplicate,22,40,1.8181818181818181
11763,Hit the nail on the head.,"Nói đúng trọng tâm, nói trúng phóc.",exact_duplicate,25,35,1.4
11764,A piece of cake.,"Dễ ợt, dễ như ăn kẹo.",exact_duplicate,16,21,1.3125
11766,Up in the air.,"Chưa chắc chắn, chưa quyết định.",exact_duplicate,14,32,2.2857142857142856
11767,It's raining cats and dogs out there.,Ngoài kia trời đang mưa như trút nước.,exact_duplicate,37,38,1.027027027027027
11768,Let's call it a day.,"Thôi, hôm nay làm tới đây nghỉ nhé.",exact_duplicate,20,35,1.75
11769,Every cloud has a silver lining.,Trong cái rủi có cái may.,exact_duplicate,32,25,0.78125
11772,Break a leg!,Chúc may mắn nhé!,exact_duplicate,12,17,1.4166666666666667
11774,He always cuts corners to save money.,Anh ta luôn làm việc qua loa để tiết kiệm tiền.,noise_ui_fragment,37,47,1.2702702702702702
11775,Don't put all your eggs in one basket.,Đừng bỏ tất cả trứng vào một giỏ.,exact_duplicate,38,33,0.868421052631579
11777,It's time to hit the road.,Đến lúc lên đường rồi.,exact_duplicate,26,22,0.8461538461538461
11781,Someone let the cat out of the bag about the surprise party.,Ai đó đã tiết lộ bí mật về bữa tiệc bất ngờ rồi.,exact_duplicate,60,48,0.8
